invoice_id,branch,city,category,unit_price,quantity,total_sales,profit_margin,gross_profit,date,year,month,month_name,quarter,day_of_week,is_weekend,time,hour,payment_method,rating,rating_category
1090,WALM090,Brownwood,Fashion accessories,41.0,1,41.0,0.33,13.530000000000001,2023-03-04,2023,3,March,1,Saturday,1,1900-01-01 20:24:00,20,Ewallet,9.0,Excellent
1091,WALM067,Haltom City,Home and lifestyle,21.0,3,63.0,0.33,20.790000000000003,2023-08-12,2023,8,August,3,Saturday,1,1900-01-01 19:45:00,19,Ewallet,8.0,Excellent
1092,WALM003,San Antonio,Fashion accessories,26.0,3,78.0,0.48,37.44,2020-09-07,2020,9,September,3,Monday,0,1900-01-01 13:42:00,13,Ewallet,6.0,Good
1093,WALM049,North Richland Hills,Home and lifestyle,52.0,1,52.0,0.48,24.96,2022-09-21,2022,9,September,3,Wednesday,0,1900-01-01 08:24:00,8,Ewallet,4.0,Average
1094,WALM079,La Porte,Fashion accessories,16.0,1,16.0,0.33,5.28,2022-10-24,2022,10,October,4,Monday,0,1900-01-01 18:57:00,18,Ewallet,9.0,Excellent
1095,WALM010,Laredo,Home and lifestyle,34.0,1,34.0,0.48,16.32,2021-09-23,2021,9,September,3,Thursday,0,1900-01-01 07:31:00,7,Ewallet,6.0,Good
1096,WALM091,Little Elm,Fashion accessories,17.0,1,17.0,0.33,5.61,2023-02-05,2023,2,February,1,Sunday,1,1900-01-01 07:31:00,7,Ewallet,8.0,Excellent
1097,WALM090,Brownwood,Home and lifestyle,51.0,2,102.0,0.33,33.660000000000004,2021-01-23,2021,1,January,1,Saturday,1,1900-01-01 06:49:00,6,Ewallet,6.0,Good
1098,WALM086,Rosenberg,Fashion accessories,69.0,2,138.0,0.33,45.54,2023-05-01,2023,5,May,2,Monday,0,1900-01-01 15:48:00,15,Ewallet,9.0,Excellent
1099,WALM086,Rosenberg,Home and lifestyle,44.0,2,88.0,0.33,29.040000000000003,2020-02-21,2020,2,February,1,Friday,0,1900-01-01 14:36:00,14,Ewallet,4.0,Average
1100,WALM047,Flower Mound,Fashion accessories,49.0,3,147.0,0.48,70.56,2020-04-19,2020,4,April,2,Sunday,1,1900-01-01 14:03:00,14,Ewallet,9.0,Excellent
1101,WALM070,Hurst,Home and lifestyle,26.0,1,26.0,0.33,8.58,2022-03-03,2022,3,March,1,Thursday,0,1900-01-01 11:49:00,11,Ewallet,7.0,Good
1102,WALM071,Lufkin,Fashion accessories,63.0,1,63.0,0.33,20.790000000000003,2023-04-13,2023,4,April,2,Thursday,0,1900-01-01 08:31:00,8,Ewallet,5.0,Average
1103,WALM023,Midland,Home and lifestyle,84.0,3,252.0,0.48,120.96,2020-08-28,2020,8,August,3,Friday,0,1900-01-01 15:35:00,15,Ewallet,6.0,Good
1104,WALM031,Lewisville,Fashion accessories,68.0,3,204.0,0.48,97.92,2021-02-18,2021,2,February,1,Thursday,0,1900-01-01 18:47:00,18,Ewallet,9.0,Excellent
1105,WALM078,Del Rio,Home and lifestyle,27.0,2,54.0,0.33,17.82,2021-10-16,2021,10,October,4,Saturday,1,1900-01-01 14:30:00,14,Ewallet,5.0,Average
1106,WALM086,Rosenberg,Fashion accessories,66.0,3,198.0,0.33,65.34,2022-03-01,2022,3,March,1,Tuesday,0,1900-01-01 15:58:00,15,Ewallet,7.0,Good
1107,WALM055,Waxahachie,Home and lifestyle,73.0,1,73.0,0.33,24.09,2020-04-03,2020,4,April,2,Friday,0,1900-01-01 08:52:00,8,Ewallet,9.0,Excellent
1108,WALM081,Friendswood,Fashion accessories,47.0,2,94.0,0.33,31.020000000000003,2022-02-23,2022,2,February,1,Wednesday,0,1900-01-01 15:50:00,15,Ewallet,4.0,Average
1109,WALM040,Edinburg,Home and lifestyle,80.0,1,80.0,0.48,38.4,2020-07-14,2020,7,July,3,Tuesday,0,1900-01-01 07:38:00,7,Ewallet,9.0,Excellent
1110,WALM069,Rockwall,Fashion accessories,52.0,1,52.0,0.33,17.16,2021-04-22,2021,4,April,2,Thursday,0,1900-01-01 12:44:00,12,Ewallet,7.0,Good
1111,WALM021,McAllen,Home and lifestyle,15.0,3,45.0,0.48,21.599999999999998,2021-09-18,2021,9,September,3,Saturday,1,1900-01-01 22:20:00,22,Ewallet,4.0,Average
1112,WALM012,Garland,Fashion accessories,77.0,2,154.0,0.48,73.92,2021-08-01,2021,8,August,3,Sunday,1,1900-01-01 12:07:00,12,Ewallet,9.0,Excellent
1113,WALM091,Little Elm,Home and lifestyle,71.0,2,142.0,0.33,46.86,2023-04-18,2023,4,April,2,Tuesday,0,1900-01-01 10:04:00,10,Ewallet,7.0,Good
1114,WALM098,Mineral Wells,Fashion accessories,45.0,2,90.0,0.18,16.2,2022-02-07,2022,2,February,1,Monday,0,1900-01-01 20:13:00,20,Ewallet,4.0,Average
1115,WALM009,Plano,Home and lifestyle,78.0,3,234.0,0.48,112.32,2020-07-21,2020,7,July,3,Tuesday,0,1900-01-01 22:33:00,22,Ewallet,9.0,Excellent
1116,WALM075,San Marcos,Fashion accessories,55.0,3,165.0,0.33,54.45,2021-01-22,2021,1,January,1,Friday,0,1900-01-01 12:01:00,12,Ewallet,5.0,Average
1117,WALM043,Baytown,Home and lifestyle,52.0,2,104.0,0.48,49.92,2020-11-01,2020,11,November,4,Sunday,1,1900-01-01 17:33:00,17,Ewallet,6.0,Good
1118,WALM055,Waxahachie,Fashion accessories,31.0,3,93.0,0.33,30.69,2021-06-17,2021,6,June,2,Thursday,0,1900-01-01 22:42:00,22,Ewallet,6.0,Good
1119,WALM038,Sugar Land,Home and lifestyle,64.0,3,192.0,0.48,92.16,2023-08-04,2023,8,August,3,Friday,0,1900-01-01 20:17:00,20,Ewallet,6.0,Good
1120,WALM068,Burleson,Fashion accessories,48.0,2,96.0,0.33,31.68,2022-02-28,2022,2,February,1,Monday,0,1900-01-01 22:55:00,22,Ewallet,4.0,Average
1121,WALM060,DeSoto,Home and lifestyle,80.0,3,240.0,0.33,79.2,2023-11-06,2023,11,November,4,Monday,0,1900-01-01 19:21:00,19,Ewallet,5.0,Average
1122,WALM011,Lubbock,Fashion accessories,75.0,1,75.0,0.48,36.0,2023-01-09,2023,1,January,1,Monday,0,1900-01-01 13:45:00,13,Ewallet,6.0,Good
1123,WALM087,Waxahachie,Home and lifestyle,77.0,1,77.0,0.33,25.41,2021-12-09,2021,12,December,4,Thursday,0,1900-01-01 06:39:00,6,Ewallet,4.0,Average
1124,WALM031,Lewisville,Fashion accessories,42.0,3,126.0,0.48,60.48,2023-10-06,2023,10,October,4,Friday,0,1900-01-01 13:15:00,13,Ewallet,6.0,Good
1125,WALM058,Port Arthur,Home and lifestyle,66.0,1,66.0,0.33,21.78,2023-03-13,2023,3,March,1,Monday,0,1900-01-01 21:46:00,21,Ewallet,6.0,Good
1126,WALM090,Brownwood,Fashion accessories,15.0,2,30.0,0.33,9.9,2020-03-03,2020,3,March,1,Tuesday,0,1900-01-01 19:52:00,19,Ewallet,5.0,Average
1127,WALM049,North Richland Hills,Home and lifestyle,44.0,2,88.0,0.48,42.239999999999995,2022-05-17,2022,5,May,2,Tuesday,0,1900-01-01 18:32:00,18,Ewallet,5.0,Average
1128,WALM063,Georgetown,Fashion accessories,38.0,3,114.0,0.33,37.620000000000005,2021-07-22,2021,7,July,3,Thursday,0,1900-01-01 14:04:00,14,Ewallet,6.0,Good
1129,WALM072,Lancaster,Home and lifestyle,63.0,2,126.0,0.33,41.580000000000005,2023-01-27,2023,1,January,1,Friday,0,1900-01-01 19:40:00,19,Ewallet,4.0,Average
1130,WALM005,Fort Worth,Fashion accessories,17.0,1,17.0,0.48,8.16,2021-11-19,2021,11,November,4,Friday,0,1900-01-01 21:26:00,21,Ewallet,9.0,Excellent
1131,WALM025,Waco,Home and lifestyle,58.0,2,116.0,0.48,55.68,2021-11-10,2021,11,November,4,Wednesday,0,1900-01-01 13:50:00,13,Ewallet,5.0,Average
1132,WALM023,Midland,Fashion accessories,66.0,1,66.0,0.48,31.68,2021-11-17,2021,11,November,4,Wednesday,0,1900-01-01 14:08:00,14,Ewallet,9.0,Excellent
1133,WALM073,Seguin,Home and lifestyle,66.0,2,132.0,0.33,43.56,2023-06-13,2023,6,June,2,Tuesday,0,1900-01-01 20:28:00,20,Ewallet,5.0,Average
1134,WALM046,Temple,Fashion accessories,20.0,2,40.0,0.48,19.2,2022-01-25,2022,1,January,1,Tuesday,0,1900-01-01 17:38:00,17,Ewallet,6.0,Good
1135,WALM042,Bryan,Home and lifestyle,63.0,3,189.0,0.48,90.72,2020-05-03,2020,5,May,2,Sunday,1,1900-01-01 11:55:00,11,Ewallet,9.0,Excellent
1136,WALM023,Midland,Fashion accessories,71.0,3,213.0,0.48,102.24,2021-01-19,2021,1,January,1,Tuesday,0,1900-01-01 12:18:00,12,Ewallet,8.0,Excellent
1137,WALM074,Weslaco,Home and lifestyle,42.0,1,42.0,0.33,13.860000000000001,2021-10-09,2021,10,October,4,Saturday,1,1900-01-01 10:26:00,10,Cash,9.0,Excellent
1138,WALM097,Alice,Fashion accessories,22.0,2,44.0,0.18,7.92,2023-07-06,2023,7,July,3,Thursday,0,1900-01-01 06:11:00,6,Ewallet,9.0,Excellent
1139,WALM087,Waxahachie,Home and lifestyle,66.0,1,66.0,0.33,21.78,2022-07-07,2022,7,July,3,Thursday,0,1900-01-01 22:04:00,22,Ewallet,7.0,Good
1140,WALM091,Little Elm,Fashion accessories,28.0,2,56.0,0.33,18.48,2021-11-05,2021,11,November,4,Friday,0,1900-01-01 11:18:00,11,Ewallet,4.0,Average
1141,WALM082,Weslaco,Home and lifestyle,27.0,3,81.0,0.33,26.73,2020-06-27,2020,6,June,2,Saturday,1,1900-01-01 18:28:00,18,Cash,5.0,Average
1142,WALM068,Burleson,Fashion accessories,78.0,3,234.0,0.33,77.22,2022-12-03,2022,12,December,4,Saturday,1,1900-01-01 09:50:00,9,Ewallet,7.0,Good
1143,WALM009,Plano,Home and lifestyle,58.0,3,174.0,0.48,83.52,2022-12-01,2022,12,December,4,Thursday,0,1900-01-01 22:30:00,22,Ewallet,4.0,Average
1144,WALM092,Lake Jackson,Fashion accessories,29.0,2,58.0,0.33,19.14,2022-01-19,2022,1,January,1,Wednesday,0,1900-01-01 18:33:00,18,Ewallet,6.0,Good
1145,WALM047,Flower Mound,Home and lifestyle,43.0,1,43.0,0.48,20.64,2022-02-07,2022,2,February,1,Monday,0,1900-01-01 12:46:00,12,Ewallet,6.0,Good
1146,WALM040,Edinburg,Fashion accessories,61.0,1,61.0,0.48,29.279999999999998,2020-07-22,2020,7,July,3,Wednesday,0,1900-01-01 18:58:00,18,Ewallet,6.0,Good
1147,WALM065,Texas City,Home and lifestyle,78.0,1,78.0,0.33,25.740000000000002,2020-01-13,2020,1,January,1,Monday,0,1900-01-01 21:07:00,21,Ewallet,5.0,Average
1148,WALM064,Bedford,Fashion accessories,57.0,3,171.0,0.33,56.43,2022-01-18,2022,1,January,1,Tuesday,0,1900-01-01 10:56:00,10,Ewallet,9.0,Excellent
1149,WALM046,Temple,Home and lifestyle,77.0,2,154.0,0.48,73.92,2022-05-03,2022,5,May,2,Tuesday,0,1900-01-01 16:38:00,16,Ewallet,9.0,Excellent
1150,WALM046,Temple,Fashion accessories,67.0,3,201.0,0.48,96.47999999999999,2022-07-23,2022,7,July,3,Saturday,1,1900-01-01 09:42:00,9,Ewallet,9.0,Excellent
1151,WALM012,Garland,Home and lifestyle,84.0,3,252.0,0.48,120.96,2022-03-30,2022,3,March,1,Wednesday,0,1900-01-01 09:20:00,9,Ewallet,8.0,Excellent
1152,WALM051,New Braunfels,Fashion accessories,47.0,1,47.0,0.48,22.56,2021-10-01,2021,10,October,4,Friday,0,1900-01-01 19:15:00,19,Ewallet,6.0,Good
1153,WALM003,San Antonio,Home and lifestyle,72.0,3,216.0,0.36,77.75999999999999,2020-01-07,2020,1,January,1,Tuesday,0,1900-01-01 09:37:00,9,Ewallet,7.0,Good
1154,WALM052,Mansfield,Fashion accessories,15.0,1,15.0,0.57,8.549999999999999,2020-11-24,2020,11,November,4,Tuesday,0,1900-01-01 16:40:00,16,Ewallet,4.0,Average
1155,WALM005,Fort Worth,Home and lifestyle,63.0,3,189.0,0.48,90.72,2021-06-23,2021,6,June,2,Wednesday,0,1900-01-01 12:57:00,12,Ewallet,7.0,Good
1156,WALM059,Pflugerville,Fashion accessories,45.0,2,90.0,0.33,29.700000000000003,2023-08-21,2023,8,August,3,Monday,0,1900-01-01 16:05:00,16,Ewallet,4.0,Average
1157,WALM043,Baytown,Home and lifestyle,81.0,3,243.0,0.48,116.64,2022-02-15,2022,2,February,1,Tuesday,0,1900-01-01 07:23:00,7,Ewallet,7.0,Good
1158,WALM039,Longview,Fashion accessories,27.0,3,81.0,0.48,38.879999999999995,2022-10-27,2022,10,October,4,Thursday,0,1900-01-01 19:48:00,19,Ewallet,5.0,Average
1159,WALM026,Denton,Home and lifestyle,40.0,2,80.0,0.48,38.4,2020-05-10,2020,5,May,2,Sunday,1,1900-01-01 15:58:00,15,Ewallet,8.0,Excellent
1160,WALM074,Weslaco,Fashion accessories,19.0,1,19.0,0.33,6.2700000000000005,2021-07-20,2021,7,July,3,Tuesday,0,1900-01-01 15:58:00,15,Cash,5.0,Average
1161,WALM100,Canyon,Home and lifestyle,85.0,2,170.0,0.18,30.599999999999998,2022-02-07,2022,2,February,1,Monday,0,1900-01-01 07:57:00,7,Ewallet,7.0,Good
1162,WALM033,Pearland,Fashion accessories,34.0,1,34.0,0.48,16.32,2022-06-28,2022,6,June,2,Tuesday,0,1900-01-01 11:22:00,11,Ewallet,5.0,Average
1163,WALM019,Pasadena,Home and lifestyle,59.0,3,177.0,0.48,84.96,2022-08-27,2022,8,August,3,Saturday,1,1900-01-01 13:17:00,13,Ewallet,7.0,Good
1164,WALM084,Schertz,Fashion accessories,21.0,1,21.0,0.33,6.930000000000001,2023-03-28,2023,3,March,1,Tuesday,0,1900-01-01 08:45:00,8,Ewallet,8.0,Excellent
1165,WALM035,San Angelo,Home and lifestyle,49.0,2,98.0,0.48,47.04,2021-12-25,2021,12,December,4,Saturday,1,1900-01-01 12:09:00,12,Ewallet,5.0,Average
1166,WALM004,Austin,Fashion accessories,50.0,1,50.0,0.48,24.0,2021-11-15,2021,11,November,4,Monday,0,1900-01-01 20:28:00,20,Ewallet,9.0,Excellent
1167,WALM044,Pharr,Home and lifestyle,42.0,3,126.0,0.48,60.48,2021-09-05,2021,9,September,3,Sunday,1,1900-01-01 18:37:00,18,Ewallet,6.0,Good
1168,WALM035,San Angelo,Fashion accessories,36.0,2,72.0,0.48,34.56,2022-04-26,2022,4,April,2,Tuesday,0,1900-01-01 06:56:00,6,Ewallet,9.0,Excellent
1169,WALM003,San Antonio,Home and lifestyle,22.0,3,66.0,0.36,23.759999999999998,2022-06-19,2022,6,June,2,Sunday,1,1900-01-01 08:38:00,8,Ewallet,7.0,Good
1170,WALM062,Galveston,Fashion accessories,22.0,1,22.0,0.33,7.260000000000001,2020-10-10,2020,10,October,4,Saturday,1,1900-01-01 13:07:00,13,Ewallet,8.0,Excellent
1171,WALM063,Georgetown,Home and lifestyle,53.0,1,53.0,0.33,17.490000000000002,2023-08-12,2023,8,August,3,Saturday,1,1900-01-01 16:50:00,16,Ewallet,4.0,Average
1172,WALM052,Mansfield,Fashion accessories,49.0,3,147.0,0.57,83.78999999999999,2023-09-25,2023,9,September,3,Monday,0,1900-01-01 17:44:00,17,Ewallet,9.0,Excellent
1173,WALM087,Waxahachie,Home and lifestyle,83.0,2,166.0,0.33,54.78,2020-06-19,2020,6,June,2,Friday,0,1900-01-01 22:02:00,22,Ewallet,5.0,Average
1174,WALM080,Nacogdoches,Fashion accessories,19.0,2,38.0,0.33,12.540000000000001,2023-06-01,2023,6,June,2,Thursday,0,1900-01-01 19:26:00,19,Ewallet,5.0,Average
1175,WALM092,Lake Jackson,Home and lifestyle,72.0,2,144.0,0.33,47.52,2021-02-15,2021,2,February,1,Monday,0,1900-01-01 21:51:00,21,Ewallet,7.0,Good
1176,WALM065,Texas City,Fashion accessories,56.0,1,56.0,0.33,18.48,2022-09-29,2022,9,September,3,Thursday,0,1900-01-01 15:01:00,15,Ewallet,7.0,Good
1177,WALM085,Kerrville,Home and lifestyle,37.0,1,37.0,0.33,12.21,2022-07-24,2022,7,July,3,Sunday,1,1900-01-01 14:58:00,14,Ewallet,4.0,Average
1178,WALM087,Waxahachie,Fashion accessories,44.0,3,132.0,0.33,43.56,2022-11-02,2022,11,November,4,Wednesday,0,1900-01-01 07:13:00,7,Ewallet,5.0,Average
1179,WALM003,San Antonio,Home and lifestyle,47.0,3,141.0,0.36,50.76,2021-05-04,2021,5,May,2,Tuesday,0,1900-01-01 15:37:00,15,Ewallet,9.0,Excellent
1180,WALM041,Mission,Fashion accessories,81.0,2,162.0,0.48,77.75999999999999,2023-06-09,2023,6,June,2,Friday,0,1900-01-01 11:53:00,11,Ewallet,5.0,Average
1181,WALM028,Odessa,Home and lifestyle,38.0,1,38.0,0.48,18.24,2022-06-27,2022,6,June,2,Monday,0,1900-01-01 20:53:00,20,Ewallet,8.0,Excellent
1182,WALM011,Lubbock,Fashion accessories,61.0,3,183.0,0.48,87.84,2021-11-02,2021,11,November,4,Tuesday,0,1900-01-01 08:10:00,8,Ewallet,5.0,Average
1183,WALM098,Mineral Wells,Home and lifestyle,76.0,2,152.0,0.18,27.36,2022-10-19,2022,10,October,4,Wednesday,0,1900-01-01 07:32:00,7,Ewallet,4.0,Average
1184,WALM062,Galveston,Fashion accessories,50.0,2,100.0,0.33,33.0,2021-08-20,2021,8,August,3,Friday,0,1900-01-01 12:38:00,12,Ewallet,6.0,Good
1185,WALM077,Coppell,Home and lifestyle,19.0,2,38.0,0.33,12.540000000000001,2020-03-02,2020,3,March,1,Monday,0,1900-01-01 18:11:00,18,Ewallet,6.0,Good
1186,WALM060,DeSoto,Fashion accessories,48.0,1,48.0,0.33,15.84,2021-11-11,2021,11,November,4,Thursday,0,1900-01-01 15:03:00,15,Ewallet,6.0,Good
1187,WALM100,Canyon,Home and lifestyle,56.0,2,112.0,0.18,20.16,2023-12-01,2023,12,December,4,Friday,0,1900-01-01 19:07:00,19,Ewallet,8.0,Excellent
1188,WALM077,Coppell,Fashion accessories,35.0,2,70.0,0.33,23.1,2020-08-06,2020,8,August,3,Thursday,0,1900-01-01 10:25:00,10,Ewallet,7.0,Good
1189,WALM015,Grand Prairie,Home and lifestyle,69.0,2,138.0,0.48,66.24,2022-07-11,2022,7,July,3,Monday,0,1900-01-01 09:07:00,9,Ewallet,6.0,Good
1190,WALM083,Farmers Branch,Fashion accessories,56.0,3,168.0,0.33,55.440000000000005,2020-02-24,2020,2,February,1,Monday,0,1900-01-01 18:24:00,18,Ewallet,5.0,Average
1191,WALM034,College Station,Home and lifestyle,78.0,1,78.0,0.48,37.44,2020-03-18,2020,3,March,1,Wednesday,0,1900-01-01 21:16:00,21,Ewallet,9.0,Excellent
1192,WALM001,Houston,Fashion accessories,36.0,2,72.0,0.36,25.919999999999998,2021-05-19,2021,5,May,2,Wednesday,0,1900-01-01 22:18:00,22,Ewallet,9.0,Excellent
1193,WALM059,Pflugerville,Home and lifestyle,44.0,3,132.0,0.33,43.56,2020-05-12,2020,5,May,2,Tuesday,0,1900-01-01 18:46:00,18,Ewallet,8.0,Excellent
1194,WALM069,Rockwall,Fashion accessories,49.0,3,147.0,0.33,48.510000000000005,2021-10-09,2021,10,October,4,Saturday,1,1900-01-01 16:21:00,16,Ewallet,4.0,Average
1195,WALM038,Sugar Land,Home and lifestyle,24.0,1,24.0,0.48,11.52,2020-05-17,2020,5,May,2,Sunday,1,1900-01-01 12:48:00,12,Ewallet,9.0,Excellent
1196,WALM054,Sherman,Fashion accessories,51.0,3,153.0,0.21,32.129999999999995,2020-08-08,2020,8,August,3,Saturday,1,1900-01-01 22:01:00,22,Ewallet,6.0,Good
1197,WALM017,McKinney,Home and lifestyle,15.0,3,45.0,0.48,21.599999999999998,2020-05-22,2020,5,May,2,Friday,0,1900-01-01 07:52:00,7,Ewallet,7.0,Good
1198,WALM028,Odessa,Fashion accessories,16.0,1,16.0,0.48,7.68,2021-11-27,2021,11,November,4,Saturday,1,1900-01-01 06:18:00,6,Ewallet,9.0,Excellent
1199,WALM019,Pasadena,Home and lifestyle,55.0,3,165.0,0.48,79.2,2022-08-16,2022,8,August,3,Tuesday,0,1900-01-01 12:20:00,12,Ewallet,8.0,Excellent
1200,WALM003,San Antonio,Fashion accessories,41.0,3,123.0,0.48,59.04,2021-04-07,2021,4,April,2,Wednesday,0,1900-01-01 20:41:00,20,Ewallet,8.0,Excellent
1201,WALM049,North Richland Hills,Home and lifestyle,44.0,1,44.0,0.48,21.119999999999997,2023-12-29,2023,12,December,4,Friday,0,1900-01-01 14:54:00,14,Ewallet,7.0,Good
1202,WALM029,Round Rock,Fashion accessories,41.0,3,123.0,0.48,59.04,2021-11-20,2021,11,November,4,Saturday,1,1900-01-01 13:09:00,13,Ewallet,8.0,Excellent
1203,WALM091,Little Elm,Home and lifestyle,16.0,3,48.0,0.33,15.84,2020-08-03,2020,8,August,3,Monday,0,1900-01-01 15:20:00,15,Ewallet,7.0,Good
1204,WALM032,Tyler,Fashion accessories,35.0,2,70.0,0.48,33.6,2023-07-20,2023,7,July,3,Thursday,0,1900-01-01 14:54:00,14,Ewallet,9.0,Excellent
1205,WALM031,Lewisville,Home and lifestyle,75.0,1,75.0,0.48,36.0,2021-08-27,2021,8,August,3,Friday,0,1900-01-01 09:43:00,9,Ewallet,8.0,Excellent
1206,WALM053,Conroe,Fashion accessories,30.0,3,90.0,0.57,51.3,2022-04-26,2022,4,April,2,Tuesday,0,1900-01-01 07:22:00,7,Ewallet,4.0,Average
1207,WALM045,Missouri City,Home and lifestyle,15.0,3,45.0,0.48,21.599999999999998,2022-02-20,2022,2,February,1,Sunday,1,1900-01-01 07:00:00,7,Credit card,6.0,Good
1208,WALM020,Killeen,Fashion accessories,66.0,2,132.0,0.48,63.36,2022-07-01,2022,7,July,3,Friday,0,1900-01-01 18:06:00,18,Ewallet,7.0,Good
1209,WALM072,Lancaster,Home and lifestyle,21.0,3,63.0,0.33,20.790000000000003,2020-07-28,2020,7,July,3,Tuesday,0,1900-01-01 20:08:00,20,Ewallet,7.0,Good
1210,WALM086,Rosenberg,Fashion accessories,59.0,3,177.0,0.33,58.410000000000004,2020-12-25,2020,12,December,4,Friday,0,1900-01-01 07:43:00,7,Ewallet,5.0,Average
1211,WALM015,Grand Prairie,Home and lifestyle,67.0,2,134.0,0.48,64.32,2023-11-13,2023,11,November,4,Monday,0,1900-01-01 10:32:00,10,Ewallet,4.0,Average
1212,WALM006,El Paso,Fashion accessories,32.0,3,96.0,0.48,46.08,2021-02-25,2021,2,February,1,Thursday,0,1900-01-01 19:58:00,19,Ewallet,6.0,Good
1213,WALM003,San Antonio,Home and lifestyle,28.0,3,84.0,0.36,30.24,2022-09-25,2022,9,September,3,Sunday,1,1900-01-01 18:37:00,18,Ewallet,5.0,Average
1214,WALM031,Lewisville,Fashion accessories,72.0,2,144.0,0.48,69.12,2020-09-03,2020,9,September,3,Thursday,0,1900-01-01 17:04:00,17,Ewallet,5.0,Average
1215,WALM001,Houston,Home and lifestyle,58.0,1,58.0,0.36,20.88,2022-07-25,2022,7,July,3,Monday,0,1900-01-01 20:22:00,20,Ewallet,4.0,Average
1216,WALM063,Georgetown,Fashion accessories,59.0,1,59.0,0.33,19.470000000000002,2020-10-04,2020,10,October,4,Sunday,1,1900-01-01 16:55:00,16,Ewallet,5.0,Average
1217,WALM037,League City,Home and lifestyle,45.0,1,45.0,0.48,21.599999999999998,2020-06-04,2020,6,June,2,Thursday,0,1900-01-01 10:50:00,10,Ewallet,7.0,Good
1218,WALM088,Cleburne,Fashion accessories,34.0,3,102.0,0.33,33.660000000000004,2021-01-21,2021,1,January,1,Thursday,0,1900-01-01 17:45:00,17,Ewallet,4.0,Average
1219,WALM049,North Richland Hills,Home and lifestyle,30.0,1,30.0,0.48,14.399999999999999,2021-12-27,2021,12,December,4,Monday,0,1900-01-01 20:36:00,20,Ewallet,4.0,Average
1220,WALM036,Allen,Fashion accessories,18.0,2,36.0,0.48,17.28,2022-03-09,2022,3,March,1,Wednesday,0,1900-01-01 15:35:00,15,Ewallet,9.0,Excellent
1221,WALM066,Grapevine,Home and lifestyle,65.0,1,65.0,0.33,21.45,2023-10-28,2023,10,October,4,Saturday,1,1900-01-01 09:33:00,9,Ewallet,4.0,Average
1222,WALM070,Hurst,Fashion accessories,30.0,2,60.0,0.33,19.8,2023-07-06,2023,7,July,3,Thursday,0,1900-01-01 14:00:00,14,Ewallet,9.0,Excellent
1223,WALM088,Cleburne,Home and lifestyle,28.0,1,28.0,0.33,9.24,2021-09-29,2021,9,September,3,Wednesday,0,1900-01-01 09:25:00,9,Ewallet,9.0,Excellent
1224,WALM038,Sugar Land,Fashion accessories,53.0,2,106.0,0.48,50.879999999999995,2022-01-27,2022,1,January,1,Thursday,0,1900-01-01 14:28:00,14,Ewallet,7.0,Good
1225,WALM003,San Antonio,Home and lifestyle,66.0,1,66.0,0.36,23.759999999999998,2020-03-11,2020,3,March,1,Wednesday,0,1900-01-01 10:01:00,10,Ewallet,8.0,Excellent
1226,WALM094,Alamo,Fashion accessories,77.0,3,231.0,0.33,76.23,2020-02-04,2020,2,February,1,Tuesday,0,1900-01-01 15:28:00,15,Ewallet,7.0,Good
1227,WALM091,Little Elm,Home and lifestyle,50.0,1,50.0,0.33,16.5,2021-04-24,2021,4,April,2,Saturday,1,1900-01-01 14:58:00,14,Ewallet,4.0,Average
1228,WALM002,Dallas,Fashion accessories,41.0,1,41.0,0.36,14.76,2020-12-27,2020,12,December,4,Sunday,1,1900-01-01 09:58:00,9,Ewallet,5.0,Average
1229,WALM087,Waxahachie,Home and lifestyle,80.0,1,80.0,0.33,26.400000000000002,2022-12-04,2022,12,December,4,Sunday,1,1900-01-01 17:43:00,17,Ewallet,7.0,Good
1230,WALM005,Fort Worth,Fashion accessories,46.0,3,138.0,0.48,66.24,2022-10-21,2022,10,October,4,Friday,0,1900-01-01 22:28:00,22,Ewallet,4.0,Average
1231,WALM043,Baytown,Home and lifestyle,66.0,3,198.0,0.48,95.03999999999999,2023-05-01,2023,5,May,2,Monday,0,1900-01-01 16:48:00,16,Ewallet,6.0,Good
1232,WALM087,Waxahachie,Fashion accessories,46.0,2,92.0,0.33,30.360000000000003,2023-01-16,2023,1,January,1,Monday,0,1900-01-01 16:26:00,16,Ewallet,5.0,Average
1233,WALM032,Tyler,Home and lifestyle,28.0,3,84.0,0.48,40.32,2021-02-03,2021,2,February,1,Wednesday,0,1900-01-01 22:27:00,22,Ewallet,7.0,Good
1234,WALM029,Round Rock,Fashion accessories,74.0,2,148.0,0.48,71.03999999999999,2020-09-26,2020,9,September,3,Saturday,1,1900-01-01 09:14:00,9,Ewallet,4.0,Average
1235,WALM070,Hurst,Home and lifestyle,47.0,3,141.0,0.33,46.53,2022-09-17,2022,9,September,3,Saturday,1,1900-01-01 07:20:00,7,Ewallet,7.0,Good
1236,WALM023,Midland,Fashion accessories,19.0,1,19.0,0.48,9.12,2020-02-18,2020,2,February,1,Tuesday,0,1900-01-01 09:18:00,9,Ewallet,5.0,Average
1237,WALM078,Del Rio,Home and lifestyle,62.0,3,186.0,0.33,61.38,2022-12-08,2022,12,December,4,Thursday,0,1900-01-01 07:16:00,7,Ewallet,4.0,Average
1238,WALM035,San Angelo,Fashion accessories,39.0,1,39.0,0.48,18.72,2022-07-15,2022,7,July,3,Friday,0,1900-01-01 18:55:00,18,Ewallet,6.0,Good
